borough,bin_no,house_no,street_name,job_no,zip_code,job_start_date,owners_business_type,non-profit,latitude,longitude
MANHATTAN,1003688,193,HENRY STREET,122576738,10002,2017-05-04,CORPORATION,N,40.713583,-73.987833
MANHATTAN,1089793,217,WEST 122ND STREET,122571993,10027,2017-05-11,CORPORATION,N,40.807391,-73.950552
MANHATTAN,1089812,3,WEST 128 STREET,122378701,10027,2017-05-17,INDIVIDUAL,N,40.808558,-73.941368
MANHATTAN,1090783,251,EAST 2 STREET,121185092,10009,2017-05-18,PARTNERSHIP,N,40.721248,-73.981637
MANHATTAN,1090653,510,WEST 159 STREET,122733952,10032,2017-05-30,CORPORATION,N,40.834323,-73.941638
MANHATTAN,1051137,40,EAST END AVENUE,121190120,10028,2017-05-30,CORPORATION,N,40.771902,-73.946997
MANHATTAN,1090225,114,MULBERRY STREET,121191334,10013,2017-06-06,CORPORATION,N,40.717626,-73.99825
MANHATTAN,1028168,36,WEST 66TH STREET,121190200,10023,2017-06-07,PARTNERSHIP,N,40.772885,-73.979865
MANHATTAN,1091693,30,WARREN STREET,122131371,10007,2017-06-20,CORPORATION,N,40.71419,-74.008001
MANHATTAN,1026772,433,WEST 53 STREET,122822605,10019,2017-06-28,PARTNERSHIP,N,40.765826,-73.98865
MANHATTAN,1090142,1465,PARK AVENUE,121191432,10029,2017-07-06,CORPORATION,N,40.793822,-73.947225
MANHATTAN,1089792,152,EAST 106 STREET,122651870,10029,2017-07-20,CORPORATION,N,40.792015,-73.945756
MANHATTAN,1082271,128,WEST 23RD STREET,122971043,10011,2018-12-20,PARTNERSHIP,N,40.74332,-73.993804
MANHATTAN,1090357,2600,ADAM CLAYTON POWELL BOULEVARD,122847517,10039,2017-07-14,PARTNERSHIP,N,40.824909,-73.936725
MANHATTAN,1091686,100,FRANKLIN STREET,121185975,10013,2017-07-17,CORPORATION,N,40.718428,-74.005635
MANHATTAN,1010937,192,SEVENTH AVENUE SOUTH,121814180,10014,2017-08-28,PARTNERSHIP,N,40.736318,-74.001252
MANHATTAN,1088692,1,AVENUE OF THE AMERICAS,121185993,10013,2017-07-26,CORPORATION,N,40.719128,-74.005188
MANHATTAN,1090834,558,WEST 161STREET,122475482,10032,2017-07-26,CORPORATION,N,40.836003,-73.941763
MANHATTAN,1064951,11,COOPER STREET,121192994,10034,2017-07-26,CORPORATION,N,40.867346,-73.924895
MANHATTAN,1090571,500,WEST 25TH STREET,121190932,10001,2017-07-28,PARTNERSHIP,N,40.749002,-74.003328
MANHATTAN,1090674,440,WASHINGTON ST.,122182333,10013,2017-08-02,CORPORATION,N,40.723417,-74.010369
MANHATTAN,1090874,61,WEST 104 STREET,122407617,10025,2017-08-30,PARTNERSHIP,N,40.797723,-73.963348
MANHATTAN,1003703,201,EAST BROADWAY,122557928,10002,2017-09-13,CORPORATION,N,40.714225,-73.988143
MANHATTAN,1090742,86,DELANCEY STREET,122141351,10002,2017-09-18,OTHER,N,40.718998,-73.98965
MANHATTAN,1089957,250,WEST 81 STREET,121190674,10024,2017-09-14,CORPORATION,N,40.785329,-73.979431
MANHATTAN,1004126,148,ATTORNEY STREET,123039808,10002,2017-09-26,PARTNERSHIP,N,40.720213,-73.98351
MANHATTAN,1030358,200,AMSTERDAM AVENUE,122887224,10023,2017-09-27,CORPORATION,N,40.77678,-73.982987
